section,part,page,category,block_summary,text
Section 1. Agency Characteristics,Part 1. Service Utilization and Access,23,page number,,24
Section 1. Agency Characteristics,Part 1. Service Utilization and Access,24,title,,"4. Past changes that have impacted county practice, provision of services, and performance measures (where applicable)."
Section 1. Agency Characteristics,Part 1. Service Utilization and Access,24,plain text,,"In Orange County, the WTW case managers are responsible for employment support services. The case manager identifies barriers and makes the appropriate referrals to other programs, contracted partners, and community-based organizations. The case manager evaluates the client's strengths and goals and matches them with appropriate WTW activities through a collaborative process."
Section 1. Agency Characteristics,Part 1. Service Utilization and Access,24,plain text,,"Different pilot projects were implemented to enhance engagement and collaboration between clients and staff. In 2015, the Agency implemented the Early Engagement initiative. The goal of this initiative was to assign WTW referrals to case managers within 24 hours. The process begins with clerical staff issuing an appointment letter to the client with the date and time of their Orientation and Appraisal Interview. Subsequently, case managers receive a calendar invite with the pre-scheduled appointments and are required to confirm availability for both parties within 24 hours. Finally, a day prior to the orientation appointment, EQUUS makes a reminder call. The Agency believes these improvements have contributed to the higher Orientation Attendance Rate (OC: 71.5%, State 53.4%), higher OCAT/Appraisal Completion Timeliness Rate (OC: 44.1%, State 25.4%), and higher First Activity Attendance Rate (OC: 73.3%, State 51.4%), for Orange County compared to the State and similar counties."
Section 1. Agency Characteristics,Part 1. Service Utilization and Access,24,plain text,,"Also in 2014, the Agency implemented the Client Engagement System (CES) to assist case managers, eligibility workers, supervisors, and administrators in prioritizing workloads and quickly identifying the clients that have not been engaged or are not participating in employment activities. Using reports generated through CES, case managers, supervisors, and administrators can proactively work to assist clients, conduct monthly contacts, proactively review work participation, assess barriers, and coordinate services."
Section 1. Agency Characteristics,Part 1. Service Utilization and Access,24,plain text,,"FSS implemented a new Service Delivery Model in 2014 to streamline and enhance the quality of services, decrease wait times, and remove barriers. The service delivery structure begins with an intake worker determining eligibility and addressing financial and basic needs via the application process. Upon approval of CalWORKs, Agency staff strive to efficiently transfer the case to a continuing worker. This is especially important for households with work eligible participants, so that continuing staff can support the client in areas such as ongoing eligibility, supportive services, and will collaborate with the assigned WTW case manager."
Section 1. Agency Characteristics,Part 1. Service Utilization and Access,24,plain text,,"In 2018, the Agency implemented the Mutual Client (MC) project. MC is a CW/WTW and child welfare partnership where eligibility workers, case managers, and child welfare"
Section 1. Agency Characteristics,Part 1. Service Utilization and Access,24,page number,,25
Section 1. Agency Characteristics,Part 1. Service Utilization and Access,25,plain text,,"social workers, collaborate to assist families together. MC aims to coordinate and streamline services for MC eligible families by consolidating Agency points of contacts, services, and funding. Families participating in this project are evaluated for all eligible services and are prioritized accordingly ensuring that barriers and activities are being addressed thoughtfully and in coordination with child welfare."
Section 1. Agency Characteristics,Part 1. Service Utilization and Access,25,plain text,,"During the COVID-19 public health emergency, the Agency ensured all locations operated in compliance with federal, state, and local health orders while maintaining our commitment to protecting and supporting our employees and clients. In 2020, all Agency locations were outfitted with protective safeguards for clients and staff, including touchless sinks and water fountains, automatic hand sanitizer devices, automatic lobby doors, and plexiglass partitions."
Section 1. Agency Characteristics,Part 1. Service Utilization and Access,25,plain text,,"In July 2022, PQA implemented the Family Support Assessment (FSA) process. The FSA process aims to utilize a holistic, supportive approach to assist CalWORKs families in identifying areas of need, overcoming barriers, and promoting self-sufficiency. The FSA process includes assessing and addressing each referred family's needs and barriers, organizing a Family Support Team (FST), monitoring each family's progress for up to 12 months, and measuring outcomes. Caseworkers are encouraged to refer families to FSA when family needs include, but are not limited to, domestic, mental, or substance abuse services; housing and homeless resources; WTW participation concerns; and general safety concerns or legal issues."
Section 1. Agency Characteristics,Part 1. Service Utilization and Access,25,plain text,,"In June 2022, the Agency implemented First Contact Resolution (FCR) which is a multi- divisional initiative to enhance service at all regional offices by reducing the need for case follow-ups and subsequent requests for service while optimizing processes for same-day eligibility determinations. Staff received training for various scenarios along with ideal resolutions and eligibility processes to consider when serving families. The workgroup developed eligibility tools aimed to simplify policy and procedures from various programs which helps workers efficiently assess client requests."
Section 1. Agency Characteristics,Part 1. Service Utilization and Access,25,page number,,26
Section 1. Agency Characteristics,Part 2. County Offices,26,title,,Part 2. County Offices Locations Table
Section 1. Agency Characteristics,Part 2. County Offices,26,plain text,,Figure 15: Locations
Section 1. Agency Characteristics,Part 2. County Offices,26,table,,"MUATAVR WTW Services LOTRER Location (Address) COGULE 8050on navpin RIYWEN ROYKAE RORCHE RESCIGOL ROCAUNK RICA4n FORCILG RATBICONG RITA KASWOANVN RORCENONs Rocaero 1etosongy LATWORG Other Co-Located Agencies SS Available 500 N. State College 20 Blvd.,Orange,CA urban Yes No No Yes No Yes Yes No No N/A N/A Minutes 92868 Public Health Nurse (PHN),District 3320 E. La Palma Resource Room Attorney, Children and Family Services 20 s Ave., Anaheim, CA Urban No Yes No No Yes Yes Yes No No and WTW Accounting, Sheriff-Special Officers, and Minutes 92806 Orientation Family Resource Center (on site one day  a week) Workforce Public Health Nurse(PHN),District Services (JSR 23340 Moulton Attorney, Children and Family Services, 20 S, Job Skills. Life Pkwy, Laguna Hills, U Jrban Yes No Yes No No Yes Yes No No Accounting, Sheriff-Special Officers, and Minutes skills CA 92653 Family Resource Center (on site one day Orientation, a week) Resource Room) Public Health Nurse (PHN), District 1928 S. Grand Ave., Resource Room Attorney, Children and Family Services, 20 Santa Ana, CA Urban Y Yes No No Nc Yes Yes Yes No No and WTW Accounting, Sheriff-Special Officers, and Minutes 92705 Orientation Family Resource Center (on site one day a week) - Workforce Public Health Nurse (PHN),District Services (JSR, 6100 Chip Ave., Attorney, Children and Family Services, 20 Job Skills. Life Urban Yes No No Nc Yes Yes Yes S No No Cypress, CA 90630 Accounting, Sheriff-Special Officers, and Minutes skills Family Resource Center (on site one day Orientation, a week) Resource Room) Public Health Nurse (PHN),District 840 N. Eckhoff Attorney, Children and Family Services, 20 Street urban Yes No No Nc Yes Yes Yes No No N/A Accounting, Sheriff-Special Officers, and Minutes Orange, CA 92868 Family Resource Center (on site one day a week) 27"
Section 1. Agency Characteristics,Part 2. County Offices,27,title,,4. Describe office location in relation to the geographic dispersion of poverty within the county.
Section 1. Agency Characteristics,Part 2. County Offices,27,title,,1. The number and locations of CalWORKs offices. Specify urban versus rural.
Section 1. Agency Characteristics,Part 2. County Offices,27,plain text,,"Anaheim Reqional Center (CalWORKs North) - The census tract that contains this office has a poverty rate of 2.7%. Of the 18 tracts within a 1.5-mile radius of the office, eight of the tracts have poverty rates above the County's average. The highest two poverty rates within the 1.5-mile radius are 28.5% (adjacent to the tract containing the Agency's office) and 21.8%. This office is located near major Orange County highways (California 91, State Route 55, and California 57)"
Section 1. Agency Characteristics,Part 2. County Offices,27,plain text,,"The poverty data below was captured using the Cal-OAR Poverty Heat Map on the CDSS website, which, at the time of the writing of this document, was based on data from the U.S. Census Bureau (2016-2020 American Community Survey 5-Year Estimates). The overall poverty rate in Orange County is 10.10%. A quick glance at Orange County's Poverty Heat Map (Figure 14: Map of Orange County CalWORKs Offices and Poverty Dispersion, page 21 of this document) reveals that the northern half of Orange County contains higher pockets of poverty in comparison to the southern half. The locations of the Orange County CalWORKs offices mirror this dispersion of poverty (four of the five offices are in the northern half of the county). Information about the rates of poverty surrounding each of the offices is detailed below."
Section 1. Agency Characteristics,Part 2. County Offices,27,plain text,,"Santa Ana Regional Center (CalWORKs East) - The census tract that contains this office has a poverty rate of 25.1%. Of the 21 tracts within a 1.5-mile radius of the office, 15 of the tracts have poverty rates above the County's average. The highest two poverty rates"
Section 1. Agency Characteristics,Part 2. County Offices,27,plain text,,Please see Figure 15: Locations Table.
Section 1. Agency Characteristics,Part 2. County Offices,27,plain text,,Please see Figure 15: Locations Table.
Section 1. Agency Characteristics,Part 2. County Offices,27,plain text,,"2 2. For each office specify: operations, service array, and other services offered (i.e., other human service or workforce programs)."
Section 1. Agency Characteristics,Part 2. County Offices,27,plain text,,Please see Figure 15: Locations Table.
Section 1. Agency Characteristics,Part 2. County Offices,27,plain text,,"3. Discuss whether eligibility and Welfare-to-Work(WTW) services are co-located, use of call-centers."
Section 1. Agency Characteristics,Part 2. County Offices,27,page number,,28
Section 1. Agency Characteristics,Part 2. County Offices,28,plain text,,"Laguna Hills Regional Center (CalWORKs South) - The census tract that contains this office has a poverty rate of 12.2%. Of the 13 tracts within a 1.5-mile radius of the office, eight of the tracts have poverty rates above the County's average. The highest two poverty rates within the 1.5-mile radius are 16% and 15.7%. This office is the southern- most located office and is nearby Interstate 5, providing access to clients living in the southern areas of Orange County."
Section 1. Agency Characteristics,Part 2. County Offices,28,plain text,,"Foster Care Reqional Center - Serves cases throughout Orange County which are connected to Foster Care. The census tract that contains this office has a poverty rate of 15%. All 13 of the tracts within a 1.5-mile radius of the office have poverty rates above the County's average. The highest two poverty rates within the 1.5-mile radius are 23.4% and 23.1%. This office is near State Route 55, California 57, and California 22."
Section 1. Agency Characteristics,Part 2. County Offices,28,plain text,,"Cypress Reqional Center (CalWORKs West) - [temporarily closed for repairs] - The census tract that contains this office has a poverty rate of 4.6%. Of the 19 tracts within a 1.5-mile radius of the office, four of the tracts have poverty rates above the County's average. The highest two poverty rates within the 1.5-mile radius are 22.2% and 21.5%. This location provides access to clients who live in the western areas of Orange County and is located near Interstate 605, California 22, and Interstate 405. This location is also less than a mile away from the Regional Center of Orange County (RCOC) office. RCOC is a private non-profit organization that supports people with developmental disabilities and their families."
Section 1. Agency Characteristics,Part 2. County Offices,28,plain text,,within the 1.5-mile radius are 26.9% and 25.1%. This office is located near State Route 55 and Interstate 5.
Section 1. Agency Characteristics,Part 2. County Offices,28,page number,,29
Section 1. Agency Characteristics,Part 3. Staff Functions & Workforce,29,title,,1. Describe how cases are assigned to workers and whether specialized caseload units exist.
Section 1. Agency Characteristics,Part 3. Staff Functions & Workforce,29,plain text,,"Applications are assigned to Intake Employment and Eligibility Specialists (IEES) on a round robin basis. Language barriers are always evaluated and prioritized. However, if language coverage is not available with a certified bilingual IEES, the application is assigned to the next available IEES and staff are required to utilize the Agency's contracted language line/interpreter services to complete the eligibility application process."
Section 1. Agency Characteristics,Part 3. Staff Functions & Workforce,29,plain text,,"When IEESs identify Immediate Need, Expedited Services, or Homeless Assistance needs, they process the applications immediately. For specialized services, IEESs create referrals for specialized continuing units such as the Domestic Abuse Services Unit ( (DASU), Mutual Client under the Foster Care Regional Center, Family Reunification, Family Stabilization, Housing Support Program (HSP), Home Visiting Program (HVP), Cal-Learn, Refugee, and/or Confidential caseloads."
Section 1. Agency Characteristics,Part 3. Staff Functions & Workforce,29,plain text,,"After applications are approved, they are transferred to the continuing sections of their respective regions for ongoing maintenance. Cases are assigned in continuing in a similar fashion (round robin with considerations for language and specialized services when identified)."
Section 1. Agency Characteristics,Part 3. Staff Functions & Workforce,29,header,,Part 3. Staff Functions & Workforce Special Units Table
Section 1. Agency Characteristics,Part 3. Staff Functions & Workforce,29,page number,,30
Section 1. Agency Characteristics,Part 3. Staff Functions & Workforce,29,table,,Available at Used by Caseload Caseload Type all County County (number) Offices Sanction Caseload Unit No 0 No Family Stabilization Caseload Unit yes 7 87 Yes Domestic Abuse Caseload Unit Yes 145 Yes Mental Health and/or Substance Abuse Caseload Unit No 0 No Housing/Homeless Populatior Caseload Unit No 0 No WTW Exempt Caseload Unit No 0 Nc Mutual Client Unit Yes 154 Yes Refugee Unit Yes 5 yes Cal-Learn Unit yes 49 Yes
Section 1. Agency Characteristics,Part 3. Staff Functions & Workforce,29,table caption,,F Figure 16: Special Units Table
Section 1. Agency Characteristics,Part 3. Staff Functions & Workforce,30,title,,3. Describe staff onboarding and ongoing training requirements.
Section 1. Agency Characteristics,Part 3. Staff Functions & Workforce,30,title,,2. Describe average caseload size by service component. i including specialized staff (e.g.. those serving domestic abuse survivors).
Section 1. Agency Characteristics,Part 3. Staff Functions & Workforce,30,plain text,,"Case managers attend the Welfare-to-Work IIT training plan which is a six-week program that provides a comprehensive review of all policies, procedures, and business processes, along with shadowing and mentoring. In this IIT, staff receive training and instruction for WTW Case Management, WTW Exemptions, Appraisal/OCAT, Job Search Readiness, Mutual Client, Employment Activities, oc Earns/WIB/EXPRT, ASMT/Learning Disabilities, Vocational Education, WTW Plans, Orientation, TANF, Behavioral Health, supplemental services,cal-learn, Domestic Abuse,Non- Compliance,HSP,HVP, and WTW Engagement."
Section 1. Agency Characteristics,Part 3. Staff Functions & Workforce,30,plain text,,"Employment & Eligibility Specialists attend the CalWORKs & CalFresh IIT training course which is a twelve-week program that provides a comprehensive review of all the policies, procedures, and business processes required to perform in the eligibility assignment. IITs include shadowing and mentoring one-on-one instruction to help new staff practice eligibility concepts and procedures in a hands-on, real-world environment. In addition to addressing all eligibility related policies and SAWS entries, staff receive training for case carrying, over/underpayments and issuances, fraud, appeals, quality control, domestic abuse, homeless assistance and HSP, child and elder abuse, WTW Overview, HVP, Child Care, WTW Engagement, Family Stabilization, and SSI Advocacy."
Section 1. Agency Characteristics,Part 3. Staff Functions & Workforce,30,plain text,,"Currently, the Agency's Training and Career Development (TCD) team facilitates an onboarding experience that provides new employees, including those new to the division or specific assignments, with tools, resources, and information they need to perform in their new role. TCD provides program-specific Intensive Inductive Training (IIT) plans to ensure proficiency in job tasks and connects the new employee with crucial information, resources, and people within the organization."
Section 1. Agency Characteristics,Part 3. Staff Functions & Workforce,30,plain text,,"After the IIT, staff are paired with mentors and are onboarded with incremental growth to their caseload. Mentors and supervisors make themselves available to provide hands-on training and point staff to various tools. Additionally, staff are welcome to attend refresher courses within the IIT series. Additional trainings that are part of the IIT series and Agency mandatory annual training programs include Sexual Orientation and Gender Identity (SOGI), Equal Employment Opportunity Commission (EEOC), Civil Rights/Division 21,"
Section 1. Agency Characteristics,Part 3. Staff Functions & Workforce,30,plain text,,Please see Figure 16: Special Units Table.
Section 1. Agency Characteristics,Part 3. Staff Functions & Workforce,30,page number,,31
Section 1. Agency Characteristics,Part 4. Partnerships,31,title,,1. How do current partnerships impact business practices and service delivery?
Section 1. Agency Characteristics,Part 4. Partnerships,31,title,,4. Discuss skill qap or organizational/workforce risks.
Section 1. Agency Characteristics,Part 4. Partnerships,31,plain text,,"A new concern due to COVID-19 is that candidates are now placing very high value and expectations on workplace flexibilities as the public health emergency has forced everyone to reassess their priorities. Based on recent conversations with managers and S supervisors regarding hiring, the Agency is observing that eligibility and case management roles are less attractive to some workers who are favoring remote jobs with more flexibility. This creates an issue for the Agency as administering CW/WTW requires high-volume, in person service at service center locations."
Section 1. Agency Characteristics,Part 4. Partnerships,31,plain text,,"The Agency also provides mandatory Compliance Training for staff supporting any eligibility-based programs which include CWWTW.These trainings include Child Health and Disability Prevention (cHDP),Employment Development Department (EDD) Acknowledgement, Fraud Refresher Training, and National Voter Registration Act (NVRA). Additionally, refresher trainings are offered as needed when Quality Assurance identifies knowledge gaps in certain topics or when new regulatory changes are implemented."
Section 1. Agency Characteristics,Part 4. Partnerships,31,plain text,,"Over the past five (5) years, the Agency has experienced high turnover through retirements,promotions, and resignations. while retirements are unavoidable, high turnover through internal promotions and resignations create an issue of stability due to the workforce having less experience and lacking institutional knowledge"
Section 1. Agency Characteristics,Part 4. Partnerships,31,plain text,,"In recent years, the Agency, and County of Orange (County) have been experiencing challenges in hiring and retaining staff. The primary reason is the time it takes to hire. Additionally, the problem has intensified beginning in 2020, as it is becoming more common for candidates to no-show for interviews and decline job offers."
Section 1. Agency Characteristics,Part 4. Partnerships,31,plain text,,"A skill gap usually emerges when employers struggle to hire people with the appropriate skills to perform the tasks required for an organization to operate effectively. In addition, existing employees may have outdated skills, creating a gap that can be difficult to fill, especially in a competitive labor market."
Section 1. Agency Characteristics,Part 4. Partnerships,31,plain text,,"Cyber Security Awareness, Creating an Ergonomically Correct Office Workspace, Injury and IIlness Prevention Program (IIPP), Rules of Conduct, and Information Security."
Section 1. Agency Characteristics,Part 4. Partnerships,31,plain text,,"Current and previous partnerships have helped the Agency by adding more staff, training, and technology resources to our programs. Pairing the Agency's current workforce and"
Section 1. Agency Characteristics,Part 4. Partnerships,31,plain text,,Part 4. Partnerships
Section 1. Agency Characteristics,Part 4. Partnerships,31,page number,,32
Section 1. Agency Characteristics,Part 4. Partnerships,32,title,,2. Are there any pending or potential partnerships that may impact service delivery?
Section 1. Agency Characteristics,Part 4. Partnerships,32,plain text,,"The Agency participates in regular meetings with Workforce Development Boards, post- secondary educational institutions, CalWORKs EOPS/CARE Advisory Boards, and the OC Adult Education CalWORKs Consortium. These forums have created feedback loops for the Agency to better understand alternative perspectives and have provided collaboration opportunities with partners. Additionally, these partnerships have allowed the Agency to better distribute information about services, trainings, job fairs, opportunities, and community events."
Section 1. Agency Characteristics,Part 4. Partnerships,32,plain text,,"Our contracted partners help clients utilize resources from all around Orange County and neighboring communities. These partnerships help meet various client needs and expand the reach of support for Orange County CW/WTW clients. For example, contracted service providers who are working with similar populations (domestic violence or homeless) in neighboring counties may know of additional resources and can navigate neighboring county programs and resources with ease."
Section 1. Agency Characteristics,Part 4. Partnerships,32,plain text,,"An expanded partnership that could potentially help improve outcomes for CWWTW clients is the WDBs Currently, utilization of WDBs seems to be focused on job opportunities and work experience. There may be an opportunity to explore more skills and interviewing training. Moreover, limited opportunities for living wage jobs may be impacting clients' motivation to participate in specific job activities due to disinterest in career track."
Section 1. Agency Characteristics,Part 4. Partnerships,32,plain text,,"The turnover of contracted service providers based on Request For Proposal guidelines and government contracting requirements can create challenges. For example, delays in approval of contracts and/or offboarding and onboarding contractors simultaneously impacts level of service and can be disruptive for a client being handed off to various C caseworkers."
Section 1. Agency Characteristics,Part 4. Partnerships,32,plain text,,resources with innovative and flexible contracted partners allows Orange County CW/WTW to be nimbler when responding to the needs of the community.
Section 1. Agency Characteristics,Part 4. Partnerships,32,plain text,,"In addition to expanding the utilization of WDBs, the Agency has identified an opportunity to better align and standardize some processes with contracted partners. Establishing a"
Section 1. Agency Characteristics,Part 4. Partnerships,32,plain text,,"3. What service/partnership gaps currently exist? What impact does that have on service delivery, and what strategies or long-term plans does the CWD have to address these gaps?"
Section 1. Agency Characteristics,Part 4. Partnerships,32,page number,,33
Section 1. Agency Characteristics,Part 5. Financial/Material Resources,33,plain text,,"During one of the focus groups, caseworkers identified the need for a less cumbersome Child Care application process. Currently, the Child Care team is looking at incorporating DocuSign to the authorization process to help reduce the duration of the process via convenient electronic form use."
Section 1. Agency Characteristics,Part 5. Financial/Material Resources,33,plain text,,"clear delineation of services and responsibilities for each CW/WTW caseworker will be important to reduce miscommunications and the possibility of overwhelming clients with various points of contacts and unclear expectations of next steps. Theoretically, all staff should be working together and communicating effectively; however, the client experience needs to be further evaluated. Efforts to clarify services and expectations for each step of the way would also reduce any duplication of services or time loss due to a better understanding core processes for all parties involved."
Section 1. Agency Characteristics,Part 5. Financial/Material Resources,33,plain text,,Preliminary Cal-OAR data analysis broken down by sub demographics is showing lower performance for non-English speakers. The Agency will use the Cal-OAR cycle as an opportunity to further study this gap in services and will make recommendations through appropriate state forums as appropriate.
Section 1. Agency Characteristics,Part 5. Financial/Material Resources,33,plain text,,"Moreover, to address potential motivational interest issues surrounding employment activities, the Agency will be exploring additional subsidized and vocational training opportunities in sectors that will appeal to more workers and those looking for Work from Home opportunities."
Section 1. Agency Characteristics,Part 5. Financial/Material Resources,33,plain text,,"Additionally, a major gap in services is related to WTW eligibility. Currently, undocumented adults are not eligible for WTW; therefore, these individuals are not being exposed to work opportunities that could potentially lift a family out of poverty. Families with no immigration status are not entitled to receive benefits that help to remove barriers, resulting in children and families in poverty dropping out of school, higher rates of substance abuse for teens, and low-income jobs."
Section 1. Agency Characteristics,Part 5. Financial/Material Resources,33,plain text,,"The Agency uses sources of funding, such as Title IV-E, Medi-Cal, Title 19, State Realignment, Title 20, CBCAP, CAPIT, Promoting Safe and Stable Families (PSSF), the Child Welfare Services Outcome Improvement Project (CWSOIP), and private and public grants. Additionally, the Agency uses the Children's Trust Fund, Orangewood Children's F Foundation resources, and Community-Based Family Resources and Support (CBFRS)."
Section 1. Agency Characteristics,Part 5. Financial/Material Resources,33,plain text,,"1. Describe additional funding streams or material resources (i.e., funding in addition to the program allocations provided through CDSS) which support the CWD and have an impact on services provided to the CalWORKs population."
Section 1. Agency Characteristics,Part 5. Financial/Material Resources,33,plain text,,Part 5. Financial/Material Resources
Section 1. Agency Characteristics,Part 5. Financial/Material Resources,33,page number,,34
Section 1. Agency Characteristics,Part 5. Financial/Material Resources,34,title,,2 2. How do these funding streams or material resources impact the CWD's performance measures?
Section 1. Agency Characteristics,Part 5. Financial/Material Resources,34,plain text,,"Aside from the program allocations such as Housing Support Program, Home Visiting Program, Expanded Subsidized Employment, CalWORKs Single, and other CalWORKs funding, the Agency also links clients from child welfare programs such as Wraparound and State and Federal Child Welfare Services to expand the services available to CalWORKs population based on mutual eligibility."
Section 1. Agency Characteristics,Part 5. Financial/Material Resources,34,plain text,,"When appropriate, funds are strategically used to increase available services. For example, CalWORKs funding is shared through the identification of Mutual Clients, joint case planning, and referral of child welfare clients to CalWORKs-funded services."
Section 1. Agency Characteristics,Part 5. Financial/Material Resources,34,plain text,,"Based on recent unprecedented events, the Agency cannot make assumptions on how changes in recent allocations would impact future performance. However, based on history prior to COVID-19, the Agency would like to acknowledge the difficulty created by large fluctuations in the CalWORKs allocations. Rapid changes in the CalWORKs allocations create a situation where the Agency cannot adapt quickly to changes and develop a core foundation of services. The challenge is that counties have trouble ramping up fast enough when monies come in (i.e. underspending in last few years). But when caseloads go down, the allocation is cut so dramatically that the Agency decimates programming and services. Then, when resources are needed again due to changes in circumstances, the Agency must re-build infrastructure."
Section 1. Agency Characteristics,Part 5. Financial/Material Resources,34,plain text,,"In the last three years, CalWORKs Single allocation has fluctuated significantly. There were projected caseload increases that did not materialize. In addition, various other funding streams, such as CARES Act in FY 2020-21 and ARPA in FY 2021-22, resulted in the program claiming/needing fewer allocations."
Section 1. Agency Characteristics,Part 5. Financial/Material Resources,34,page number,,35
Section 1. Agency Characteristics,Part 5. Financial/Material Resources,35,plain text,,"As mentioned in the previous question, the Agency exceeded expenditures in Family Stabilization in FY2019-20 and FY2020-21. The Agency credits the increased utilization of Family Stabilization (FS) to our efforts in reaching more eligible populations. Specifically, the Agency's Mutual Client efforts have led to increased services and eligibility to families co-involved with Child Welfare and CW/WTW. As part of the Mutual"
Section 1. Agency Characteristics,Part 5. Financial/Material Resources,35,plain text,,"The Aqency experienced difficulty fully expending the Single, Expanded Subsidized Employment, and Mental Health and Substance Abuse allocations due to challenges created by COVID-19 and related events, such as: good cause waivers reducing the number of applicants engaging in activities; stay-at-home orders reducing overall program activity; expanded safety net programs (reducing the need for social services programs, specifically enhanced unemployment benefits); and capacity constraints related to balancing various pandemic related priorities."
Section 1. Agency Characteristics,Part 5. Financial/Material Resources,35,plain text,,Figure 18
Section 1. Agency Characteristics,Part 5. Financial/Material Resources,35,plain text,,Figure 17
Section 1. Agency Characteristics,Part 5. Financial/Material Resources,35,plain text,,"3. Describe whether and why any specific program allocations provided through CDSS (e.g., specific allocations for mental health or similar services) within the past three fiscal years were only partially used, or if CWD expenditures in an area exceed its allocation during those years."
Section 1. Agency Characteristics,Part 5. Financial/Material Resources,35,page number,,36
Section 1. Agency Characteristics,Part 5. Financial/Material Resources,35,table,,FY2019-20 FY2020-21 FY2021-22 Allocation Name % of Allocation % of Allocation % of Allocation Expended Expended Expended Single Allocation 86% 80% 94% Expanded Subsidized 70% 50% 54% Employment Mental Health and 82% 92% 91% Substance Abuse
Section 1. Agency Characteristics,Part 5. Financial/Material Resources,35,table,,FY2019-20 FY2020-21 FY2021-22 Allocation Name % of Allocation % of Allocation % of Allocation Expendeo Expended Expended Family Stabilization 181% 122% 66%
Section 1. Agency Characteristics,Part 5. Financial/Material Resources,36,plain text,,"For the Housing Support Program (HSP), Orange County utilized 93% and 87% of the total allocations for FY2019-20 and FY2020-21, respectively. The FY2020-21 would have been fully expended had it been issued earlier in the year. CWDs were notified on October 20, 2020, of the additional funding. Orange County contracts with a housing services provider to deliver HSP services to Orange County CW/WTW participants. Due to the lengthy process of augmenting and amending a contract, funds were not available for expenditure until late in the fiscal year."
Section 1. Agency Characteristics,Part 5. Financial/Material Resources,36,plain text,,"Client efforts, families who are involved with Child Welfare are assigned to a specialized caseloads where staff from CWWTW and Children & Family Services work together to serve families in a streamlined manner with more options for services. The Agency projects that expenditures under the Family Stabilization allocation will continue to grow as more integration opportunities are identified between programs S."
Section 1. Agency Characteristics,Part 5. Financial/Material Resources,36,plain text,,"*In FY2021-22, CWDs received multi-year allocations for HSP and other housing programs. The allocation was announced on March 30, 2022; however, this allocation along with the rest that utilized pandemic-era funding allowed for multi-year drawdowns."
Section 1. Agency Characteristics,Part 5. Financial/Material Resources,36,plain text,,"For the Home Visiting Program (HVP), Orange County utilized 37%, 75%, and 91%, of the total allocations for FY2019-20,FY2020-21, and FY2021-22, respectively. for FY2019-20, the low utilization of the HVP allocation was due to issues with acceptance of services and slow growth in the new program. For FY2020-21, client concerns with strangers visiting their home during a public health emergency outweighed the benefits of receiving services resulting in lower-than-expected utilization of the HVP allocation."
Section 1. Agency Characteristics,Part 5. Financial/Material Resources,36,plain text,,Figure 19 F
Section 1. Agency Characteristics,Part 5. Financial/Material Resources,36,plain text,,Figure 20
Section 1. Agency Characteristics,Part 5. Financial/Material Resources,36,page number,,37
Section 1. Agency Characteristics,Part 5. Financial/Material Resources,36,table,,FY2019-20 FY2020-21 FY2021-22 Allocation Name % of Allocation % of Allocation % of Allocation Expended Expended Expended Home Visiting Program 37% 75% 91%
Section 1. Agency Characteristics,Part 5. Financial/Material Resources,36,table,,FY2019-20 FY2020-21 FY2021-22 Allocation Name e % of Allocation % of Allocation n % of Allocation Expended Expended Expended Housing Support Program 93% 87% *26%
Section 1. Agency Characteristics,Part 5. Financial/Material Resources,37,plain text,,"The Agency encourages CDSS to allow for multi-year allocations, when possible, to give CWDs more time to plan and deploy funding across various supportive services, including HSP, HVP, and Family Stabilization."
Section 1. Agency Characteristics,Part 5. Financial/Material Resources,37,page number,,38
Section 2. Partner and Collaborator Engagement and Feedback,Part 1. Overall Partner and Collaborator Engagement,38,title,,Part 1. Overall Partner and Collaborator Engagement Partner Engagement Table
Section 2. Partner and Collaborator Engagement and Feedback,Part 1. Overall Partner and Collaborator Engagement,38,page number,,39
Section 2. Partner and Collaborator Engagement and Feedback,Part 1. Overall Partner and Collaborator Engagement,38,table,,In-person Virtual Partners and Collaborators Focus Group Newsletter Interview S Survey Phone meeting Meeting CalWORKs Staff Intermittently Monthly CalWORKs Management Intermittently Weekly Current Clients Monthly Former Clients Human Services Partners Monthly Community College Representatives Ir Intermittently Bi-monthly Tribal Organizations Local Workforce Development Board Bi-Monthly Adult Education Providers rs Bi-Monthly Domestic Abuse Services Providers Monthly Housing Support Program(HSP) Monthly EQUUS lr Intermittently Monthly MAXIMUS Intermittently Monthly Families and Communities Together Monthly Tustin Family Campus Early Education Monthly Foster Assessment & OC Health Care Agency Bi-Monthly SSI Advocacy Group Monthly
Section 2. Partner and Collaborator Engagement and Feedback,Part 1. Overall Partner and Collaborator Engagement,39,title,,1. Describe the process used to identify partners and collaborators.
Section 2. Partner and Collaborator Engagement and Feedback,Part 1. Overall Partner and Collaborator Engagement,39,title,,"2. Describe how the CWD engaged partners and collaborators, including the method and frequency of engagement."
Section 2. Partner and Collaborator Engagement and Feedback,Part 1. Overall Partner and Collaborator Engagement,39,title,,"3. Results of Partner and Collaborator engagement - a summary of feedback should be included here, with references to appropriate performance measure analysis"
